,question,answer,url,label
19917,간문맥단란증에 걸린 강아지에게 간식을 주고 싶습니다. 저의 강아지가 간문맥단란증 의심 을 받았습니다.  4개월전 삐쩍말라버린 몸과 낑낑거리고 침을 질질 흘리면서 벽등에 머리를 부딫히고 다녀서  병원에 대리고갔더니 혈액검사후 간수치 / 암모니아 수치가 비정상적으로 높다고 하더군요  자취중인 학생이라 금전적 여유가 많지않아서 CT촬영까지는 못해보고..  지금은 처방받은 약과  헤파틱 + L/D  사료를 먹인뒤에 지금 살도 포동포동 잘찌고 건강한 상태입니다.  약도 처방받은 그대로 먹이기보다는 (1일 2회)  이틀에 1회 씩 주고 있구요.  애견샾이나 애완동물용품점을 지나칠일이 생기면 한번씩 간식등이 눈에 보이는데..  단백질이나 육류같은것을 피하라고 하셔서.. 등을 돌리면서도 뭔가.. 애잔합니다..  치료를 해줄수는 없지만 적어도 대리고 있는 동안 만큼은 맛있는거 좋은거 먹이고 싶어서요.  혹시 먹어도 무방하거나 한 제품들이 있을까요? 아니면 적당한 선에서 공급한다면 괜찮을까요?," 현재 하시는대로 간식류는 급여하지 않으시는게 좋으며,  건사료보다 맛있는 음식을 주시길 원하신다면  차라시 동일처방식의 캔사료를 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=253913638
",강아지/간문맥단란증/영양제 및 간수치 조절 식이요법
22900,강아지급똥..? 저희집 멍멍이가 요즘 좀이상해요.옛날에 안뀌던 방귀도 막 뿡뿡뀌고 늘어져있거든요 이거ㄷ는 나이든거라 그런걸수도 있는데 저희집멍멍이가 훈련을 진짜 잘받앗거든요?그래서맨날화장실안에서 변기랑가장가까운곳에 볼일을봐요근데 제가침댜에 누워잇고 걔가 침대 아래에잇엇거든요?갑자기 깨갱!!!이러더니 똥을 싸는거애요 눈앞에서!!그냥 급똥인가..생각하고 치워줫는데 이불애 있다가 깨갱!!이러고 이불위에 싸고 엄마가 집에와서 좋다고 펄쩍거리다가 갑자기 주저앉더니 똥싸고 왜러죠?ㅠㅠㅠㅠ 똥사진은 드릴 수가 없어서 뺏어요ㅠㅠㅠㅠ얘 왜이러는지 알려주세여," 반려견의 갑작스런 이상행동으로 걱정이 많으시군요.  질문하신 증상이 나타나는 경우, 대부분이 통증 또는 신경학적 문제가 있는 경우입니다.  동물병원에 방문하셔서 진찰 받아보시길 권해드립니다.  감사합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=210225863
",강아지/소화기질환/설사
19075,새끼(아기)고양이 혈변 약 8주됐고 데려온지 하루됐는데요 계속 혼자있을때도 자주 낑낑대고 처음에는 맛동산을 한두번 잘싸더니 아침부터 묽은변을 자꾸 싸네요 살짝 피같은것도 묻어나온거같구요 ㅠㅠ 병원 데려가야대나요 ?? 너무 걱정이 돼네요,아기고양이 설사로 걱정이 많으시겠어요. 어린아이라 범백혈구감소증과 같은 전염병 배제가 가장 먼저 필요합니다. 병원 데려가셔서 검사받으시고 적극적인 처치 필요합니다. 빠른 쾌유를 바랍니다. 감사합니다.  ,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=232754479
",고양이/내장질환/혈변/설사/피가 섞인 변
11439,"강아지 푸들 한쪽 뒷다리 들기 11살 노견 토이푸들 키우고 있어요. 어렸을때 부터 같이 있어서 없어선 안 될 존재입니다. 강아지가 오늘 산책하다가 갑자기 한쪽 뒷다리를 들면서 휘청거렸어요 진짜 마음이 퐉 똘어진 기분이였어요.  푸들이 쓸갸골 탈구가 잘 걸린다 해서 증상을 봤는데 뒷다리를 들고 걷는다 하길래 들지는 않고 완전 기둥에다 오줌싸듯이 바짝 들고 휘청거렸어요.  엄마께서는 저희강아지가 뒷다리까지 바지 있는 옷을 입어서 그렇다고 하시고, 쥐난거라고 하는데 혹시 아푼게 아닐까 너무 걱정되요..  내일 아침에 병원에 전화해보자고 했는데 뭔 호들갑이라 하시고ㅡ..  어떻게 된 건지 알려주세뇨!!  1.한쪽 뒷다리를 바짝 올리고 휘창거렸는데 아픈걸까요?  2.쥐가 나서 또는 바지까지 달려있는 엇을 처음입어 어색해서 뒷다리를 든 걸까요?  3ㅡ아픈거라면 심각한건가요?  내공 100드려요","1.한쪽 뒷다리를 바짝 올리고 휘창거렸는데 아픈걸까요?  - 기립이 불안정하거나 보행장애가 보인다면....    환자 뒷다리 어딘가의 통증을 예상할 수 있습니다.  2.쥐가 나서 또는 바지까지 달려있는 엇을 처음입어 어색해서 뒷다리를 든 걸까요?   - 어머님 말씀대로 쥐가 난 것일 수도 있습니다.   - 또한 바지까지 착용하는 옷을 입었을 경우에도      다리를 과도하게 들어올리는 행위를 합니다.   - 하지만, 옷을 벗긴상태에서도 다리를 들어올리는 증상이 보여진다면     명백한 정형외과적 손상을 강하게 의심해 보셔야 합니다.  3. 아픈거라면 심각한건가요?   - 심각한 병변인지에대한 평가는 최소한의 정형외과적 신체검사     그리고 방사선 촬영검사가 진행되어야 알 수 있습니다.  결론, 옷을 벗긴상태에서 환자의 반응을 잘 관찰해 보세요. 그러면 답이 나옵니다. 옷때문인지, 통증때문인지 판가름이 날거에요.  큰 문제가 아니길 기원합니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=285572918
","강아지/골격계질환/골절 등의 가능성이 있습니다. 병원에서 X-ray를 찍어봐야 확실한 진단이 가능합니다. 하지만 강아지가 심하게 아프지 않고 일시적인 증상일 수 있으므로, 증상이 지속될 경우에는 반려동물 병원을 찾아서 의사의 진료를 받는 것이 좋습니다."
11644,안녕하세요. 저번주토요일날 모란시장에서 강아지를 사왔습니다 비글45일된아기강아지요 그런데 온당일날은 너무잘뛰어놀고 응아도쉬도잘하고밥도잘먹었습니다 그런데 월요일부터설사하고토해서 병원데려갔더니 적응기간이라고 기초검사만(기생충.귀)검사만했습니다 일주일정도 지켜보자고 해서요 그리고오늘 수요일날일끈나고 이틀동안 아무것도 안먹어서 분유사와서 먹였습니다 먹이고 조금있다가 혈변을 했습니다 바로 병원가서 검사해봤더니 코로나파보 둘다양성반응이 나왔습니다.. 잠복기간이있어서 거기서 걸려온거라 했습니다 저 이제어떡하죠 세상이무너지는 기분이에요.. 의사는 다시모란시장그사람한테 데려가는 방법을 추천했어요 근데정말 못보내겠어요 그딴곳으로.. 아프면 다시 팔지도않을거고 생매장 시킬거같아서요 차라리 제가 보내는게 나을거같습니다.. 그런데 제가 살리고싶어요 정말.. 병원보내긴싫어여 제가 할수잇는거 뭐든지 알려주세요.. 다할게요 정말.. 살릴수만있다면요 .... 설탕물 억지로라도 먹이고있습니다 어디서봤는데 계속혈변을하면 새로장이난다는 얘기가있어서요 제발 저같은경우나 아기강아지가 파보코로나 걸려서 살린분들 도와주세요 제발.. 제가 어떡해해야되죠 도와주세요... ,"아이와 더불어 끝까지 함께하기를 원하신다면, 더 늦기 전에 지금이라도 빨리 24시간 입원처치가 가능한 동물병원으로  환자를 이송하실 것을 당부드립니다.  생후 45일된 아이가 파보 / 코로나 장염에 걸렸을때, 설탕물 만으로는 절대 완치될 수 없습니다. 시간을 벌기위한 방편일 뿐입니다. 치료 타이밍을 놓쳤을 경우에는 예후가 극히 불량하므로, 바쁘게 움직이셔야 합니다.  치사율이 매우 높은 질환이기는 하지만, 최근에는 파보질환에대한 효과적인 대응과 치료법으로 많이 살려내고 있는 편입니다. 하지만, 재빠른 대응을 해줬을때의 경우이며 타이밍을 놓치면 실낱같은 희망조차도 물거품처럼 사라집니다.  부디 큰 문제없이 이 문제가 해결될 수 있기를 진심으로 응원합니다. 24시간 수액처치와 파보항체 수혈치료만이 환자를 살릴 수 있습니다. 이 글을 확인하시는 즉시, 24시간 입원처치가 가능한 동물병원으로 환자를 이송하실 것을 다시한번 당부드립니다.  안녕히 계세요 ","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=272366686
",강아지/감염성위장관질환/파보바이러스(코로나)/구내염
2775, 수의사가 꿈인 학생입니다.  몇가지 질문이 있습니다  1.수의사가 되려면 어떤과목들을 공부해야하나요?  2.수의사가 되는데 도움을 줄수있는 책은 어떤것이 있나요?  3.동물들과 관련된 내용은 대부분 몰라도 수의학과에 진학하게되면 알려주나요?,무엇보다 우선 수의과대학에 진학할 수 있게 학업에 집중하고 충실해야 합니다. 그리고 화학과 생물 같은 과목에 관심을 가지고 열심히 하면 수의학을 이해하고 공부하는데 많은 도움이 됩니다. 열심히 해서 꼭 꿈을 이루시고 추후 수의사 선후배로 만났으면 좋겠습니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=322200279
","질문 1: 수의의학/학과 관련 질환/전문지식

질문 2: 수의학 입문서/수의학 교과서/동물의약품 및 치료법 책

질문 3: 수의학과는 동물과 관련된 전문적인 내용을 가르치므로, 해당 내용을 배울 수 있습니다."
11846,"중성화수술후이런경험있으신분 ㅜㅜ 안녕하세요 요번에저희집강아지가중성화수술을했는데요(암컷) 원래 자궁충농증의심하고갔다가 의사가 상상임신이래서 상상임신치곤너무 분비물이많고 아파보이는낌새가있고해서 물어봣더니 다상상임신때문에그런다구하셔서 그냥 온김에중성화수술을했는데 저희강아지 수술하면서보니자궁충농증이였다고그러시더라구요 자기가오진냈다구요.그래도수술잘됬으니까다행이라고해서 좀어이없었지만 알겠다고 하고 하루뒤집에대리고왔는데 수술후 2~3일후에 강아지생식기에서분비물피 ?냉같은 물렁물렁한 흐린색깔피가나오더라구요, 그래서전화해서물어봤더니 수술후 1~2틀은덜아물어서찌꺼기가나오는걸수도있다고하시길래 그런가 하고 잘닦아줬는데 수술하고 일주일뒤에 실밥푸는데 그전날까지 피가계속나는거에요 . 어쩔때는몇시간에한번 어쩔때는 피나면닦아주고 삼십분뒤에 와서보면 피고여있고그러더라구요 .피는 10일부터실밥푸는20일까지계속나고있었구요.실밥풀러가며 의사한테사진찍어보여주며 물어봤더니 (아버지가) 그때병원갓을때는 피가안나왔다고 일주일더경과지켜보고 토요일에오라고하셨다고하는데 원래 좀흐린피색분비물같이그랬는데 지금은 아예빨간색으로나오구요 , 마냥기다리기에는 너무걱정되어서 혹시저같은 경험자있으시면 꼭좀 답변부탁드립니다 ㅜㅜ  다른병원말고 이왕이면 저희강아지수술시킨병원이더잘알고있을거같아서(저희강아지에대해)다리는중이거든요 ㅜㅜ 내공이별로없네요 ㅜㅜㅜㅜㅜㅜㅜ다써버려서 ...... ㅜㅜㅜㅜ"," 환자의 전신상태가 양호하고, 큰 문제가 없다면 걱정하실 이유는 없을 것같습니다. 하지만, 지속적인 출혈이 응고되지 않은 상태로 발견된다면 1. 환자가 응고계 부전질환을 앓고 있을 수 있습니다.    간상태확인관련 초음파 / 혈액검사 또는 응고계 인자검사, 등을 확인해보실 것을 권장합니다. 2. 만약, 초음파 검사결과 복강내에 복수같은 것이 보인다면, 감염 및 염증을 고려해 볼 수도 있습니다. 3. 굉장히 드문 경우인데, 자궁경을 지나는 굵은 혈관에 묶은 봉합물질이 느슨해지는 상황도 고려할 수 있습니다.  수술전 환자의 전신상태를 확인하기위해 방사선 / 초음파 / 혈액검사를 진행하셨다면, 큰 문제없이 해결책을 찾을 수 있을거라 판단됩니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=252780801
",강아지/수술 후 출혈 및 분비물/자궁충농증
9085,강아지혈액검사 해석좀.. 혈소판감소증으루 병원다녀왓는데 더 자세히 알고싶어서요ㅠㅠㅠ안좋은부분은 없는거겟죠ㅠㅠ,"소판 감소소견은 일시적으로 나온 것같습니다. 환자의 임상증상 (혈뇨, 출혈, 빈혈 소견)이 심하지 않다면, 낙관적으로 봐도 될 것같네요. 하지만, 임상증상이 뚜렷히 호전되지 않았다면~ 아직 긴장을 늦출 상황은 아닌 것같습니다. 결정적으로 혈액도말 / 염색검사가 좀더 중요한 가치가 있습니다. 아마 종합적인 소견은  해당 동물병원 수의사 선생님께서 고지를 해주셨으리라 생각됩니다. 어쨌든 다행이네요. 감사합니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=334913811
",강아지/혈액질환/혈소판감소증
3680,강아지 눈 상태좀 봐주세요...ㅜㅜ제발내공1000 강아지 눈 상태가 이런데 동영상은 막 강아지가 일어난 상태거든요! 일어났을때가 가장 눈(강아지기준 완쪽)이 저렇게 감겨져있어요... 그리고 강아지기준 왼쪽눈이 눈꼽이 엄청나게 끼는데 이거 어떻게 생각하시나요? 제발 알려주세여 한달정도 보고 계속이러면 병원을 가려고 하거든요  재생 0 00:00 00:00    재생 0 00:00 00:00,"동영상으로만 판단하기에는 명확하지 않아 제한적이고 어려운 부분이 있습니다. 눈을 정상적으로 뜨지 못하고 눈곱이 끼는 증상으로 유추해 결막염이나 각막염, 각막궤양일 가능성이 매우 높아 보입니다. 눈은 치료시기를 놓치면 더욱 악화될 뿐만 아니라 영구적인 장애를 남길 수 있습니다. 초기일 때는 간단하게 처치 가능하니 가급적 신속히 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=316429038
",강아지/안구질환/결막염
4116,다른 두 종의 개가 강아지를 낳았는데 그 강아지의 종이 암컷을 따라갔다면 왜 그런건가요? ,모든 종에는 열성과 우성이 존재합니다. 종과 다른 종이 만나 또 다른 종을 만들때 우성으로 표현됩니다. 즉 수컷강아지와 암컷강아지 사이에서 태어난 새끼강아지가 암컷강아지를 닮았다면 암컷강아지가 우성이고 수컷강아지가 열성입니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=314049326
",강아지/생식질환/성이상현상
11459,고양이가 숨을 헐떡여요 지금 키우고 있는 고양이가 좀 아픈것같아요. 샴고양이 5살 아이를 키우고 있는데 어제부터 축늘어지고 힘이없고 밥도안먹고 ...목소리고 작아지고... 오늘 집와서 또 확인했는데 숨쉴때 약간 헐떡?이듯 쉬는 것 같아요. 내일 병원을 가보긴 할건데 왜이러는지 너무 궁금하고 마음이아파서 질문을 올립니다. 부디 좋은 답변들 부탁합니다.  Play 0 00:00 00:00,"내일까지 기다리실 문제가 아닌 것같은데요... 질문 내용을 지금확인했으니 이미 동물병원에는 다녀오셨을 거라 생각됩니다.  환자의 호흡수가 분당 40-50회 이상이고 기력소실을 보인다면...... 응급한 경우가 다반사입니다.  부디 오늘 오전까지 무사히 잘 버텨서 동물병원에서 적절한 치료를 받았기를 기원합니다.  고양이 과호흡의 원인이 너무나 많기 때문에, 필요한 검사 종류가 많았을 겁니다. - 방사선 촬영 - 초음파 검사 - 혈액검사 최소한 위의 3가지 검사는 진행되어야 대략적인 밑그림이 그려질 것입니다.  큰 문제없이 잘 치료되길 바랍니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=284877125
",고양이/호흡기질환/기관지염
3219,강아지 켁켁거림 심장비대 13살 페키구요  얼마전부터 쉰소리같은 기침을 하고 심장도 커져서 기도를 누른다고 하더라구요 수술이나 치료로 완치가 가능한지  아님 여기서 증상 완화는 시킬수 있는지 혹 수술하게 되면 수술비는 대충 얼마정도 나오는지  대구쪽 병원도 추천해주세요,강아지가 심장질환으로 기침을 하고 호흡이 정상적이지 않을 때는 외과적인 수술은 하지 않고 내과적인 처치로 관리합니다. 방사선과 초음파를 통해 진단하고 정도에 따라 약물의 종류와 양이 결정되며 장기적으로 복용시켜야 합니다. 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=318756721
","강아지/심장질환/기침, 켁켁거림, 심장비대"
13169,새끼 강아지 잘때 숨소리가 거칠어요 이번주 쯤에 예방접종 예정이고 간혹 재채기나 기침을 좀 한거같은데요 감기에 걸린걸까요? 새끼 강아지 잘때 숨소리가 거칠어요 이번주 쯤에 예방접종 예정이고 간혹 재채기나 기침을 좀 한거같은데요 감기에 걸린걸까요? 잠꼬대라고 치기엔 팔다리가 움직이지 않거든요,어린 강아지가 재채기나 기침을 한다면 감기이거나 전염병일 수도 있습니다. 접종전에 증상이 심해진다면 동물병원 내원 후 검사 받아보시길 바랍니다. 증상이 있는 상태에서는 접종이 안될 수도 있습니다. 아래 영상을 참고하세요. 감사합니다. https://youtu.be/wa4uJsMIOBM https://youtu.be/_7UQlKaxtdo,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=336859913
",강아지/호흡기질환/감기
9339,강아지 배에 연노랑색 물집이 잡혀있어요 만지면 아파하지는 않는데 어디가 아픈건가요? 5개월다되가는 화이트 포메 수컷이에요 그리고 평소랑 똑같이 뛰어다니고 아파보이는 행동은 하지않았어요 ,"아가들 기저귀 발진과 같은 종류로 생각하시면 될 것같네요. 일단 1주일정도 위생관리에 먼저 신경써 보시고, 개선되지 않는다면 인근 동물병원 수의사 선생님과 피부과 진료상담을 받아보시는게 추천됩니다.  어려운 질환은 아닌 것같습니다. 크게 걱정할 필요는 없어보입니다.  감사합니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=299265440
",강아지/피부질환/물집
5574,제발 도와주세요ㅜㅠ 저희집 고양이가 눈 한쪽만 눈물이 고여요ㅠㅠㅜㅜ 눈도 계속 깜빡거리고 계속 심해지는 것 같은데 저런지는 4일 됐어요.. 병원을 가야 할까요??,"진이 없어서 어렵긴 한데..... 빨리 병원 가보시는게 추천됩니다. 눈 깜박임이 증상이 심하고 눈물이 많다면, 각막 / 결막쪽에 병변이 발생했다고 보셔야 합니다. - 직접 검안법 - 슬릿 검안법 - 눈물량 측정 - 각막 형광염색검사 - 안압측정 - 눈꼽 도말 / 염색 / RT PCR 검사 등이 지시될 것입니다. 빨리 가보셔야 예후가 보장될 수 있습니다. 방치되거나 진료에 지지부진하면 최악의 경우 안구적출까지 가는 경우도 있으니 절대 방심하시면 안됩니다. 큰 문제없이 빠르고 정확한 진단과 효과적인 처치로 근심이 해결될 수 있기를 기원합니다. 감사합니다. 안녕히 계세요.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=355498277
",고양이/안구질환/결막염
12036,강아지가 생 닭가슴살을 먹엇어요 닭가슴살 5덩이 잘라서 말리고 잇엇는데 건조기 뚜껑 열어서 다 먹어버렷어요 ㅜㅜ 기계킨지 얼마안댓는데ㅜㅜ 아직 강아지가 생 닭가슴살을 먹엇어요 닭가슴살 5덩이 잘라서 말리고 잇엇는데 건조기 뚜껑 열어서 다 먹어버렷어요 ㅜㅜ 기계킨지 얼마안댓는데ㅜㅜ 아직 아무 증세는 없는데 닭가슴살이 상하진않앗지만 신선한건 아니엿는데 만약 탈나면 어떤 증상이잇나요? 괜찮을까요?ㅜㅜ,"생고기의 경우 정도에 따라서 단순 장염을 유발하거나 중독을 발생시킬 수 있습니다. 구토, 설사등의 증상이 발생한다면 동물병원에서 검사 후 치료 받으셔야 합니다. 참고하세요. 감사합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=364810696
",강아지/위생상태문제/식중독 가능성
12645,강아지 첫 산책 무리 3개월 된 강아지 첫 산책을 너무 무리했는지 다리를 떨고 밥을 안먹어요ㅠㅠ 어떻게 해야하나요 큰일나진 않겠죠?,"<추가 상담을 원하시면 아래 링크를 클릭해주세요> * 네이버 지식iN eXpert 1만원 무료 쿠폰 받기 : https://kin.naver.com/expert/event/open * 이세원 수의사와 무료로 1:1 상담 받기 : http://naver.me/xl39u81c 3개월이라면 아직 접종이 다 끝나지 않았을 시기이기 때문에 산책을 하시면 안됩니다. 실내에서 하네스, 줄을 연결하고 산책 연습만 해주세요. 외출하신다면 바닥에 두시지 말고, 안고서 바람만 쐬어주세요. 참고하세요. 감사합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=348006576
",강아지/운동계통질환/근육통/오버워크
5802,강아지가 아픈거같기도하고 안아픈거같기도해요 제가 과자를 한 세개 주고 간식을 열개정도 줬는데 (먹는게넘이뻐서) 그날이후로 설사를 이틀동안 하고 오줌도 평소색보다 노랗고 기운도없어보여요 근데 또기운없어보이다가도 잘놀고 밥도 엄청 잘먹고 뛰어다니기도 해요.. 숨쉴때 집이 더운지 헥헥거리기도 자주하고 물도잘먹긴하는데 오줌이 엄청 노래졌어요 점점 안노래지긴 하는데 어디아픈건가요?! 그리고 유치가 빠졋엇는데 이갈이가 심한애였는데 갑자기 물지두않고 유치가빠지면 아픈건가요?? 그리고 고양이한테 눈위쪽 할큄당해서 얼굴이부엇엇는데 지금은 가라앉았고 상처는 딱지가 져있는상탠데 요즘 자는시간도 늘었고 설사많이하면 탈수올수도있대서 설탕물도 오늘먹였는데 잠을너무많이자요ㅠㅠ 어디아픈건가요?,"식 섭취후 소화불량 증상이 자주 발생할 수 있습니다. 심한 경우 병원에서 몇가지 검사를 진행하고 치료까지 받아야 할 수 있습니다. 다음부터는 간식을 주실때 교육용 / 유치발치 용도로 주시길 바랍니다. 일단 오늘 하루 지켜보시는데, 혹시나 식욕저하, 구토, 설사 증상이 지속적으로 목격된다면 늦게라도 병원에 데려가 보세요. 단순히 간식만 먹었다면 크게 문제되지는 않을테지만 혹시나 너무 많이 먹고 큰 간식위주로 먹었다면, 치료가 필요할 수 있습니다. 감사합니다. 안녕히 계세요.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=342965912
","강아지/위장관 질환/설사, 탈수 가능성 있음"
2321,오후에 개한테 물렸어요.죽는건가요? ,일반적으로 강아지나 고양이에게 물리게 되면 제일 문제가 되는 것이 광견병입니다. 광견병은 감염된 강아지나 고양이에게 물렸을 경우 전염되고 상처가 난 부위에 침이 묻었을 때도 전염 가능성은 있습니다. 그러나 집에서 생활하는 강아지에게 물렸다면 가능성은 희박하니 너무 걱정하지 않으셔도 될 것 같습니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=326351056
",강아지/감염성질환/동물물림
14727,9개월 된 포메라니안 견주입니다. 사진상 눈 왼쪽부근에 갈색얼룩 같은게 보여서요. 혹시 눈 관련한 병에 걸린건지 걱정되어서 질문 남깁니다. 단순 9개월 된 포메라니안 견주입니다. 사진상 눈 왼쪽부근에 갈색얼룩 같은게 보여서요. 혹시 눈 관련한 병에 걸린건지 걱정되어서 질문 남깁니다. 단순한 얼룩인가요? 아니면 눈병인가요?,"건강에 큰 영향을 주지 않는, 원인을 알 수 없는 변화인 경우가 일반적이나, 반복적인 자극에 의한 착색일 가능성도 있어 보입니다. 자극원이 명확하다면, 적적한 처치를 통해 혹시 있을 지 모르는 추가적인 문제를 막는 것이 필요할 수 있습니다. 병원에 방문하시어 확인을 하시길 추천 드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=326311820
",강아지/안구질환/얼룩 및 변색
11899,포메 쓸개골 탈구 안녕하세요 포메라니안 견주입니다 접종시킬겸 동물병원을 다녀왔는데 쓸개골 탈구가 있다고 하더라구요 근데 강아지마다 탈구 되고나서 아파하는 강아지도 있고 안아파하는 강아지도 있다고 하더라구요 수술 권장을 하진 않으셨는데 수술 안해도 괜찮은 건가요??,수술 단계가 2기이상이라면 수술을 고민해봐야 합니다. 통증 유무와 수술 여부는 관계가 없어요. 아래 영상을 참고하세요. 감사합니다. https://youtu.be/MgulKowN8Bc https://youtu.be/IMnaVYtpUhQ,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=368695836
",강아지/정형외과/쓸개골 탈구
21381,강아지 귀 저희 강아지가 진도개인데요  4개월에 귀가 완전히 섰습니다 그런데요 지금은 다시  반정도 접힙니다  왜 그런건가요?ㅜㅜ, 귀 털등이 자라면서 귀 끝쪽의 무게가 늘었기 때문입니다 귀를 꼮 세우시고 싶으시면 귀의 연골이 단단해질 때 까지 끝쪽의 털을 짧게 유지해 주시면서 관리를 해 주셔야 합니다 감사합니다,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=241604399
",강아지/귀 질환/귀 피부염
21969,"강아지가 뇌진탕으로 입원한 후 퇴원했는데 계속 혀를 내밀고 있어요.. 안녕하세요 1년6개월 정도 된 1.4kg 말티즈를 키우고 있어요 얼마전에 문에 부딫혀 쓰러져서 곧바로 입원해 주사맞고 산소실에 있다가 안정되어 오늘 퇴원했습니다. 중심도 잘 잡고 가족들도 다 알아보고 꼬리도 흔들고 그런데 예전과 다르게 혀를 계속 내밀고 있어요.. 인터넷에 찾아보니 뇌진탕 증상으로 혀를 내밀던데, 아직 회복이 안된건가요? 처음 병원갔을때 혹시 뇌출혈일 가능성도 있다고 해서 MRI를 찍어보려고 했는데  상태가 많이 좋아져서 퇴원을 했어요 다른건 다 정상인데 그래도 예전과 다르게 혀를 계속 내밀고 있으니 걱정이 되어서요 ㅜㅜ 혹시 다른 검사가 필요한건지.. 아니면 기다리면 돌아올 수 있는건지 궁금해요.. 답변 부탁드립니다!  "," 저런 걱정이 많이 되시겠습니다 '얼마전'이 어느 정도의 기간이었는지가 궁금하네요 혀를 내미는 것이 뇌신경과 영향이 있어 침 등의 신경 치료로도 호전이 되는 경우가 있습니다 아직 시간이 많이 흐르지 않은 경우라면 뇌에 영향를 주는 요소가 아직 남아있고 이를 적절히 대처할 방법이 있을 수 있습니다 MRI 검사는 여건이 되신다면 검사해 보시는 것을 추천 드립니다 허나 시간이 많이 흘렀고, 그 외 다른 증상이 같이 보이지 않는다면 생활에는 큰 지장을 주지 않을 것으로 생각 됩니다. 충격 등이 없어도 혀를 내밀고 평생을 사는 아이들은 심심치 않게 보입니다 답변이 도움이 되셨길 바랍니다 감사합니다","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=227239056
",강아지/신경계질환/뇌진탕
22587,수의사님 좀 도와주세여 3살 리트리버 여아의 발인데 원래 검에야 하는 부분이 저렇게 살색이 됐고 통증을 호소 합니다 자주핥고요 이게 뭔가요? 여러군데 분포되있어요 맨 밑에사진은 약간의 고름을 동반합니다," 현재 통증을 느끼고 보행에 장애가 있다면 근처 동물병원으로 내원하시어 진통소염제+항생제 등의 치료를 받으시는 것이 중요합니다. (또한 물리치료, 레이저 치료도 호전에 효과가 있을 것 같습니다.)  * 현재 발가락 패드 사이에 있는 종괴(?) 병변들은 양성 피부 종괴 일 수도 있으나, 악성도를 가진 피부 종양의 가능성도 있습니다. 발가락이 위치는 좋지 않지만, 가능하시면 세포검사를 같이 병행하시어, 악성도 여부를 평가하는 것이 좋을 것 같습니다.  답변이 꼭 도움이 되었으면 좋겠습니다. 감사합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=210309557
",강아지/피부질환/피부염
19670,고양이 출산 처음 출산 할려고 기다리니 시간이 흘러도 양수만 터지고 새끼가 안나와서 병원으로 갔습니다 원래 친정에도 고양이가 많고 출산해서 받아본 경험도 많아서 집에있는 저희고양이도 잘할수 있겠지 라고 생각했던 저의 착각이었습니다..  새끼가 두마리가 영양분을 둘이서 나눠먹으니 서로 커져버리는 마당에 머리가커서 나오지 못하는 거더라구요..결국은 유도2번하고 제왕절개를 했지만 두마리다 잘안됬습니다  근데이번에또 임신을 해서 새끼를 가졌는데 44일째 배가 그렇게 불러오지도 않았고 해서 또 제왕을 하면 어쩌나 .. 나무 무섭습니다  엑스레이를 몇일쯤 되서 찍을수 있나요? 제가 할수있는건 없나요?,"고양이가 두번째 임신을 했는데 첫번째처럼 난산을 겪을까봐 걱정이시군요. 임신 후 44일 째면 엑스레이 촬영으로 태아의 마리수, 태아의 위치등을 확인할 수 있습니다. 가까운 동물병원에 내원하여 적절한 검사 후 태아의 상태에 따라 제왕절개등을 수의사와 의논 해 보시길 추천 드립니다.  감사합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=340648680
",고양이/생식기/임신 및 출산 부적합성
